image_id,split
uwf4dr_rdr_dme_train_156.jpg,train
uwf4dr_rdr_dme_train_157.jpg,train
uwf4dr_rdr_dme_train_16.jpg,train
uwf4dr_rdr_dme_train_160.jpg,train
uwf4dr_rdr_dme_train_161.jpg,train
uwf4dr_rdr_dme_train_162.jpg,train
uwf4dr_rdr_dme_train_167.jpg,train
uwf4dr_rdr_dme_train_168.jpg,train
uwf4dr_rdr_dme_train_17.jpg,train
uwf4dr_rdr_dme_train_172.jpg,train
uwf4dr_rdr_dme_train_175.jpg,train
uwf4dr_rdr_dme_train_176.jpg,train
uwf4dr_rdr_dme_train_177.jpg,train
uwf4dr_rdr_dme_train_18.jpg,train
uwf4dr_rdr_dme_train_180.jpg,train
uwf4dr_rdr_dme_train_182.jpg,train
uwf4dr_rdr_dme_train_183.jpg,train
uwf4dr_rdr_dme_train_185.jpg,train
uwf4dr_rdr_dme_train_187.jpg,train
uwf4dr_rdr_dme_train_188.jpg,train
uwf4dr_rdr_dme_train_189.jpg,train
uwf4dr_rdr_dme_train_19.jpg,train
uwf4dr_rdr_dme_train_192.jpg,train
uwf4dr_rdr_dme_train_193.jpg,train
uwf4dr_rdr_dme_train_195.jpg,train
uwf4dr_rdr_dme_train_197.jpg,train
uwf4dr_rdr_dme_train_198.jpg,train
uwf4dr_rdr_dme_train_2.jpg,train
uwf4dr_rdr_dme_train_20.jpg,train
uwf4dr_rdr_dme_train_200.jpg,train
uwf4dr_rdr_dme_train_201.jpg,train
uwf4dr_rdr_dme_train_22.jpg,train
uwf4dr_rdr_dme_train_24.jpg,train
uwf4dr_rdr_dme_train_26.jpg,train
uwf4dr_rdr_dme_train_27.jpg,train
uwf4dr_rdr_dme_train_28.jpg,train
uwf4dr_rdr_dme_train_29.jpg,train
uwf4dr_rdr_dme_train_3.jpg,train
uwf4dr_rdr_dme_train_30.jpg,train
uwf4dr_rdr_dme_train_31.jpg,train
uwf4dr_rdr_dme_train_35.jpg,train
uwf4dr_rdr_dme_train_36.jpg,train
uwf4dr_rdr_dme_train_37.jpg,train
uwf4dr_rdr_dme_train_38.jpg,train
uwf4dr_rdr_dme_train_39.jpg,train
uwf4dr_rdr_dme_train_4.jpg,train
uwf4dr_rdr_dme_train_43.jpg,train
uwf4dr_rdr_dme_train_44.jpg,train
uwf4dr_rdr_dme_train_46.jpg,train
uwf4dr_rdr_dme_train_47.jpg,train
uwf4dr_rdr_dme_train_50.jpg,train
uwf4dr_rdr_dme_train_51.jpg,train
uwf4dr_rdr_dme_train_52.jpg,train
uwf4dr_rdr_dme_train_53.jpg,train
uwf4dr_rdr_dme_train_54.jpg,train
uwf4dr_rdr_dme_train_57.jpg,train
uwf4dr_rdr_dme_train_58.jpg,train
uwf4dr_rdr_dme_train_60.jpg,train
uwf4dr_rdr_dme_train_62.jpg,train
uwf4dr_rdr_dme_train_64.jpg,train
uwf4dr_rdr_dme_train_65.jpg,train
uwf4dr_rdr_dme_train_66.jpg,train
uwf4dr_rdr_dme_train_67.jpg,train
uwf4dr_rdr_dme_train_68.jpg,train
uwf4dr_rdr_dme_train_70.jpg,train
uwf4dr_rdr_dme_train_75.jpg,train
uwf4dr_rdr_dme_train_76.jpg,train
uwf4dr_rdr_dme_train_77.jpg,train
uwf4dr_rdr_dme_train_79.jpg,train
uwf4dr_rdr_dme_train_8.jpg,train
uwf4dr_rdr_dme_train_81.jpg,train
uwf4dr_rdr_dme_train_82.jpg,train
uwf4dr_rdr_dme_train_85.jpg,train
uwf4dr_rdr_dme_train_87.jpg,train
uwf4dr_rdr_dme_train_88.jpg,train
uwf4dr_rdr_dme_train_9.jpg,train
uwf4dr_rdr_dme_train_90.jpg,train
uwf4dr_rdr_dme_train_91.jpg,train
uwf4dr_rdr_dme_train_92.jpg,train
uwf4dr_rdr_dme_train_94.jpg,train
uwf4dr_rdr_dme_train_95.jpg,train
uwf4dr_rdr_dme_train_97.jpg,train
uwf4dr_rdr_dme_train_98.jpg,train
uwf4dr_rdr_dme_train_99.jpg,train
uwf4dr_rdr_dme_val_10.jpg,train
uwf4dr_rdr_dme_val_14.jpg,train
uwf4dr_rdr_dme_val_15.jpg,train
uwf4dr_rdr_dme_val_16.jpg,train
uwf4dr_rdr_dme_val_17.jpg,train
uwf4dr_rdr_dme_val_19.jpg,train
uwf4dr_rdr_dme_val_2.jpg,train
uwf4dr_rdr_dme_val_20.jpg,train
uwf4dr_rdr_dme_val_21.jpg,train
uwf4dr_rdr_dme_val_22.jpg,train
uwf4dr_rdr_dme_val_23.jpg,train
uwf4dr_rdr_dme_val_24.jpg,train
uwf4dr_rdr_dme_val_25.jpg,train
uwf4dr_rdr_dme_val_26.jpg,train
uwf4dr_rdr_dme_val_28.jpg,train
uwf4dr_rdr_dme_val_30.jpg,train
uwf4dr_rdr_dme_val_32.jpg,train
uwf4dr_rdr_dme_val_35.jpg,train
uwf4dr_rdr_dme_val_36.jpg,train
uwf4dr_rdr_dme_val_37.jpg,train
uwf4dr_rdr_dme_val_38.jpg,train
uwf4dr_rdr_dme_val_39.jpg,train
uwf4dr_rdr_dme_val_41.jpg,train
uwf4dr_rdr_dme_val_42.jpg,train
uwf4dr_rdr_dme_val_43.jpg,train
uwf4dr_rdr_dme_val_44.jpg,train
uwf4dr_rdr_dme_val_45.jpg,train
uwf4dr_rdr_dme_val_46.jpg,train
uwf4dr_rdr_dme_val_47.jpg,train
uwf4dr_rdr_dme_val_48.jpg,train
uwf4dr_rdr_dme_val_5.jpg,train
uwf4dr_rdr_dme_val_50.jpg,train
uwf4dr_rdr_dme_val_6.jpg,train
uwf4dr_rdr_dme_val_7.jpg,train
uwf4dr_rdr_dme_val_8.jpg,train
uwf4dr_rdr_dme_val_9.jpg,train
uwf4dr_rdr_dme_train_11.jpg,validation
uwf4dr_rdr_dme_train_112.jpg,validation
uwf4dr_rdr_dme_train_114.jpg,validation
uwf4dr_rdr_dme_train_12.jpg,validation
uwf4dr_rdr_dme_train_13.jpg,validation
uwf4dr_rdr_dme_train_134.jpg,validation
uwf4dr_rdr_dme_train_142.jpg,validation
uwf4dr_rdr_dme_train_159.jpg,validation
uwf4dr_rdr_dme_train_164.jpg,validation
uwf4dr_rdr_dme_train_166.jpg,validation
uwf4dr_rdr_dme_train_169.jpg,validation
uwf4dr_rdr_dme_train_170.jpg,validation
uwf4dr_rdr_dme_train_171.jpg,validation
uwf4dr_rdr_dme_train_181.jpg,validation
uwf4dr_rdr_dme_train_184.jpg,validation
uwf4dr_rdr_dme_train_186.jpg,validation
uwf4dr_rdr_dme_train_190.jpg,validation
uwf4dr_rdr_dme_train_196.jpg,validation
uwf4dr_rdr_dme_train_21.jpg,validation
uwf4dr_rdr_dme_train_33.jpg,validation
uwf4dr_rdr_dme_train_34.jpg,validation
uwf4dr_rdr_dme_train_40.jpg,validation
uwf4dr_rdr_dme_train_42.jpg,validation
uwf4dr_rdr_dme_train_5.jpg,validation
uwf4dr_rdr_dme_train_55.jpg,validation
uwf4dr_rdr_dme_train_61.jpg,validation
uwf4dr_rdr_dme_train_72.jpg,validation
uwf4dr_rdr_dme_train_73.jpg,validation
uwf4dr_rdr_dme_train_78.jpg,validation
uwf4dr_rdr_dme_train_83.jpg,validation
uwf4dr_rdr_dme_train_84.jpg,validation
uwf4dr_rdr_dme_train_86.jpg,validation
uwf4dr_rdr_dme_train_89.jpg,validation
uwf4dr_rdr_dme_train_96.jpg,validation
uwf4dr_rdr_dme_val_1.jpg,validation
uwf4dr_rdr_dme_val_11.jpg,validation
uwf4dr_rdr_dme_val_13.jpg,validation
uwf4dr_rdr_dme_val_31.jpg,validation
uwf4dr_rdr_dme_val_34.jpg,validation
uwf4dr_rdr_dme_val_49.jpg,validation
uwf4dr_rdr_dme_train_102.jpg,test
uwf4dr_rdr_dme_train_105.jpg,test
uwf4dr_rdr_dme_train_113.jpg,test
uwf4dr_rdr_dme_train_115.jpg,test
uwf4dr_rdr_dme_train_119.jpg,test
uwf4dr_rdr_dme_train_120.jpg,test
uwf4dr_rdr_dme_train_121.jpg,test
uwf4dr_rdr_dme_train_124.jpg,test
uwf4dr_rdr_dme_train_125.jpg,test
uwf4dr_rdr_dme_train_129.jpg,test
uwf4dr_rdr_dme_train_137.jpg,test
uwf4dr_rdr_dme_train_140.jpg,test
uwf4dr_rdr_dme_train_148.jpg,test
uwf4dr_rdr_dme_train_150.jpg,test
uwf4dr_rdr_dme_train_154.jpg,test
uwf4dr_rdr_dme_train_158.jpg,test
uwf4dr_rdr_dme_train_163.jpg,test
uwf4dr_rdr_dme_train_165.jpg,test
uwf4dr_rdr_dme_train_173.jpg,test
uwf4dr_rdr_dme_train_174.jpg,test
uwf4dr_rdr_dme_train_178.jpg,test
uwf4dr_rdr_dme_train_179.jpg,test
uwf4dr_rdr_dme_train_191.jpg,test
uwf4dr_rdr_dme_train_194.jpg,test
uwf4dr_rdr_dme_train_199.jpg,test
uwf4dr_rdr_dme_train_23.jpg,test
uwf4dr_rdr_dme_train_25.jpg,test
uwf4dr_rdr_dme_train_32.jpg,test
uwf4dr_rdr_dme_train_41.jpg,test
uwf4dr_rdr_dme_train_45.jpg,test
uwf4dr_rdr_dme_train_48.jpg,test
uwf4dr_rdr_dme_train_49.jpg,test
uwf4dr_rdr_dme_train_56.jpg,test
uwf4dr_rdr_dme_train_59.jpg,test
uwf4dr_rdr_dme_train_6.jpg,test
uwf4dr_rdr_dme_train_63.jpg,test
uwf4dr_rdr_dme_train_69.jpg,test
uwf4dr_rdr_dme_train_7.jpg,test
uwf4dr_rdr_dme_train_71.jpg,test
uwf4dr_rdr_dme_train_74.jpg,test
uwf4dr_rdr_dme_train_80.jpg,test
uwf4dr_rdr_dme_train_93.jpg,test
uwf4dr_rdr_dme_val_12.jpg,test
uwf4dr_rdr_dme_val_18.jpg,test
uwf4dr_rdr_dme_val_27.jpg,test
uwf4dr_rdr_dme_val_29.jpg,test
uwf4dr_rdr_dme_val_3.jpg,test
uwf4dr_rdr_dme_val_33.jpg,test
uwf4dr_rdr_dme_val_4.jpg,test
uwf4dr_rdr_dme_val_40.jpg,test
