image_id,split
uwf4dr_rdr_dme_train_171.jpg,train
uwf4dr_rdr_dme_train_172.jpg,train
uwf4dr_rdr_dme_train_173.jpg,train
uwf4dr_rdr_dme_train_174.jpg,train
uwf4dr_rdr_dme_train_175.jpg,train
uwf4dr_rdr_dme_train_176.jpg,train
uwf4dr_rdr_dme_train_18.jpg,train
uwf4dr_rdr_dme_train_180.jpg,train
uwf4dr_rdr_dme_train_182.jpg,train
uwf4dr_rdr_dme_train_184.jpg,train
uwf4dr_rdr_dme_train_186.jpg,train
uwf4dr_rdr_dme_train_187.jpg,train
uwf4dr_rdr_dme_train_189.jpg,train
uwf4dr_rdr_dme_train_192.jpg,train
uwf4dr_rdr_dme_train_193.jpg,train
uwf4dr_rdr_dme_train_195.jpg,train
uwf4dr_rdr_dme_train_196.jpg,train
uwf4dr_rdr_dme_train_197.jpg,train
uwf4dr_rdr_dme_train_200.jpg,train
uwf4dr_rdr_dme_train_201.jpg,train
uwf4dr_rdr_dme_train_22.jpg,train
uwf4dr_rdr_dme_train_27.jpg,train
uwf4dr_rdr_dme_train_29.jpg,train
uwf4dr_rdr_dme_train_30.jpg,train
uwf4dr_rdr_dme_train_32.jpg,train
uwf4dr_rdr_dme_train_34.jpg,train
uwf4dr_rdr_dme_train_35.jpg,train
uwf4dr_rdr_dme_train_37.jpg,train
uwf4dr_rdr_dme_train_40.jpg,train
uwf4dr_rdr_dme_train_41.jpg,train
uwf4dr_rdr_dme_train_42.jpg,train
uwf4dr_rdr_dme_train_43.jpg,train
uwf4dr_rdr_dme_train_44.jpg,train
uwf4dr_rdr_dme_train_49.jpg,train
uwf4dr_rdr_dme_train_56.jpg,train
uwf4dr_rdr_dme_train_57.jpg,train
uwf4dr_rdr_dme_train_59.jpg,train
uwf4dr_rdr_dme_train_62.jpg,train
uwf4dr_rdr_dme_train_64.jpg,train
uwf4dr_rdr_dme_train_71.jpg,train
uwf4dr_rdr_dme_train_72.jpg,train
uwf4dr_rdr_dme_train_73.jpg,train
uwf4dr_rdr_dme_train_74.jpg,train
uwf4dr_rdr_dme_train_76.jpg,train
uwf4dr_rdr_dme_train_77.jpg,train
uwf4dr_rdr_dme_train_81.jpg,train
uwf4dr_rdr_dme_train_82.jpg,train
uwf4dr_rdr_dme_train_83.jpg,train
uwf4dr_rdr_dme_train_84.jpg,train
uwf4dr_rdr_dme_train_85.jpg,train
uwf4dr_rdr_dme_train_87.jpg,train
uwf4dr_rdr_dme_train_88.jpg,train
uwf4dr_rdr_dme_train_89.jpg,train
uwf4dr_rdr_dme_train_90.jpg,train
uwf4dr_rdr_dme_train_91.jpg,train
uwf4dr_rdr_dme_train_92.jpg,train
uwf4dr_rdr_dme_train_93.jpg,train
uwf4dr_rdr_dme_train_94.jpg,train
uwf4dr_rdr_dme_train_99.jpg,train
uwf4dr_rdr_dme_val_1.jpg,train
uwf4dr_rdr_dme_val_10.jpg,train
uwf4dr_rdr_dme_val_11.jpg,train
uwf4dr_rdr_dme_val_12.jpg,train
uwf4dr_rdr_dme_val_16.jpg,train
uwf4dr_rdr_dme_val_17.jpg,train
uwf4dr_rdr_dme_val_18.jpg,train
uwf4dr_rdr_dme_val_22.jpg,train
uwf4dr_rdr_dme_val_23.jpg,train
uwf4dr_rdr_dme_val_24.jpg,train
uwf4dr_rdr_dme_val_25.jpg,train
uwf4dr_rdr_dme_val_27.jpg,train
uwf4dr_rdr_dme_val_31.jpg,train
uwf4dr_rdr_dme_val_33.jpg,train
uwf4dr_rdr_dme_val_34.jpg,train
uwf4dr_rdr_dme_val_36.jpg,train
uwf4dr_rdr_dme_val_37.jpg,train
uwf4dr_rdr_dme_val_38.jpg,train
uwf4dr_rdr_dme_val_40.jpg,train
uwf4dr_rdr_dme_val_41.jpg,train
uwf4dr_rdr_dme_val_44.jpg,train
uwf4dr_rdr_dme_val_46.jpg,train
uwf4dr_rdr_dme_val_47.jpg,train
uwf4dr_rdr_dme_val_50.jpg,train
uwf4dr_rdr_dme_val_7.jpg,train
uwf4dr_rdr_dme_val_8.jpg,train
uwf4dr_rdr_dme_train_115.jpg,validation
uwf4dr_rdr_dme_train_116.jpg,validation
uwf4dr_rdr_dme_train_118.jpg,validation
uwf4dr_rdr_dme_train_127.jpg,validation
uwf4dr_rdr_dme_train_128.jpg,validation
uwf4dr_rdr_dme_train_135.jpg,validation
uwf4dr_rdr_dme_train_141.jpg,validation
uwf4dr_rdr_dme_train_142.jpg,validation
uwf4dr_rdr_dme_train_15.jpg,validation
uwf4dr_rdr_dme_train_153.jpg,validation
uwf4dr_rdr_dme_train_154.jpg,validation
uwf4dr_rdr_dme_train_155.jpg,validation
uwf4dr_rdr_dme_train_162.jpg,validation
uwf4dr_rdr_dme_train_178.jpg,validation
uwf4dr_rdr_dme_train_185.jpg,validation
uwf4dr_rdr_dme_train_188.jpg,validation
uwf4dr_rdr_dme_train_19.jpg,validation
uwf4dr_rdr_dme_train_190.jpg,validation
uwf4dr_rdr_dme_train_191.jpg,validation
uwf4dr_rdr_dme_train_194.jpg,validation
uwf4dr_rdr_dme_train_199.jpg,validation
uwf4dr_rdr_dme_train_26.jpg,validation
uwf4dr_rdr_dme_train_31.jpg,validation
uwf4dr_rdr_dme_train_48.jpg,validation
uwf4dr_rdr_dme_train_63.jpg,validation
uwf4dr_rdr_dme_train_66.jpg,validation
uwf4dr_rdr_dme_train_79.jpg,validation
uwf4dr_rdr_dme_train_80.jpg,validation
uwf4dr_rdr_dme_val_15.jpg,validation
uwf4dr_rdr_dme_val_19.jpg,validation
uwf4dr_rdr_dme_val_20.jpg,validation
uwf4dr_rdr_dme_val_35.jpg,validation
uwf4dr_rdr_dme_val_45.jpg,validation
uwf4dr_rdr_dme_val_49.jpg,validation
uwf4dr_rdr_dme_train_109.jpg,test
uwf4dr_rdr_dme_train_113.jpg,test
uwf4dr_rdr_dme_train_124.jpg,test
uwf4dr_rdr_dme_train_129.jpg,test
uwf4dr_rdr_dme_train_134.jpg,test
uwf4dr_rdr_dme_train_136.jpg,test
uwf4dr_rdr_dme_train_157.jpg,test
uwf4dr_rdr_dme_train_165.jpg,test
uwf4dr_rdr_dme_train_167.jpg,test
uwf4dr_rdr_dme_train_169.jpg,test
uwf4dr_rdr_dme_train_177.jpg,test
uwf4dr_rdr_dme_train_179.jpg,test
uwf4dr_rdr_dme_train_181.jpg,test
uwf4dr_rdr_dme_train_183.jpg,test
uwf4dr_rdr_dme_train_198.jpg,test
uwf4dr_rdr_dme_train_20.jpg,test
uwf4dr_rdr_dme_train_21.jpg,test
uwf4dr_rdr_dme_train_25.jpg,test
uwf4dr_rdr_dme_train_28.jpg,test
uwf4dr_rdr_dme_train_58.jpg,test
uwf4dr_rdr_dme_train_60.jpg,test
uwf4dr_rdr_dme_train_61.jpg,test
uwf4dr_rdr_dme_train_67.jpg,test
uwf4dr_rdr_dme_train_68.jpg,test
uwf4dr_rdr_dme_train_70.jpg,test
uwf4dr_rdr_dme_train_75.jpg,test
uwf4dr_rdr_dme_train_78.jpg,test
uwf4dr_rdr_dme_train_86.jpg,test
uwf4dr_rdr_dme_train_95.jpg,test
uwf4dr_rdr_dme_val_13.jpg,test
uwf4dr_rdr_dme_val_14.jpg,test
uwf4dr_rdr_dme_val_21.jpg,test
uwf4dr_rdr_dme_val_26.jpg,test
uwf4dr_rdr_dme_val_29.jpg,test
uwf4dr_rdr_dme_val_30.jpg,test
uwf4dr_rdr_dme_val_32.jpg,test
uwf4dr_rdr_dme_val_39.jpg,test
uwf4dr_rdr_dme_val_42.jpg,test
uwf4dr_rdr_dme_val_43.jpg,test
uwf4dr_rdr_dme_val_48.jpg,test
uwf4dr_rdr_dme_val_6.jpg,test
uwf4dr_rdr_dme_val_9.jpg,test
